[1209/152109.705:ERROR:viz_main_impl.cc(162)] Exiting GPU process due to errors during initialization
[1209/152109.847:ERROR:viz_main_impl.cc(162)] Exiting GPU process due to errors during initialization
[1209/152109.978:ERROR:gpu_init.cc(441)] Passthrough is not supported, GL is disabled
[1209/161633.840:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161633.859:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161633.900:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161633.926:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161633.962:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161633.992:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161634.041:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161635.235:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161636.746:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/161701.238:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/161702.291:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/161731.526:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/161736.926:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161736.969:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161736.991:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.030:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.058:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.093:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.124:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.170:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.325:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.357:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.400:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.425:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.458:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.498:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.525:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.559:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.606:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.625:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161737.669:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161738.061:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161738.092:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161738.138:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/161740.018:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/161918.708:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/161922.769:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/161934.231:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/162020.801:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/162024.375:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/162049.637:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/162051.457:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162051.490:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162051.535:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162051.553:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/162052.892:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162052.924:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162052.956:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.002:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.022:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.066:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.089:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.128:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.441:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.456:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.817:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162053.824:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162054.814:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.261:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.557:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.595:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.624:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.657:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.704:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.724:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.756:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.798:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.823:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162055.850:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.363:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.390:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.503:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.524:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.565:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.589:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.628:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.657:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.705:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.724:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.757:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.799:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162056.862:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.134:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.155:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.337:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.400:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.422:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.462:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.489:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.524:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.556:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.603:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.623:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.865:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.895:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.923:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.959:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162058.990:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.037:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.056:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.099:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.123:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.161:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.190:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.225:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.257:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162059.280:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162100.205:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162100.223:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162100.267:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162100.291:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162100.423:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162103.656:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162103.691:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162103.723:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162103.769:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162103.786:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162104.388:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162105.055:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162105.101:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162105.123:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162105.163:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162105.189:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162107.219:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/162113.720:INFO:CONSOLE(3)] "The key "with" is not recognized and ignored.", source: file:///C:/Users/chani/OneDrive/Desktop/Website/index.html (3)
[1209/162121.190:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162121.232:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162121.255:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162121.295:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162121.322:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.188:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.425:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.788:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.837:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.855:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.899:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.921:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.961:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162122.988:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162123.001:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162123.457:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162123.893:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162123.956:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162124.268:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162124.290:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162124.322:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162124.364:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162124.621:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162125.431:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162125.456:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162125.493:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162125.522:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162125.570:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162125.589:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162125.630:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.498:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.523:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.560:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.589:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.636:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.657:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.689:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.730:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.756:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.792:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.823:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162126.869:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.069:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.089:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.131:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.156:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.194:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.456:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.491:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.523:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.570:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.589:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.632:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.694:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.724:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
